STNFAM	PART	STNS
DE_BE_11	part_1	DE_BE_11#0;DE_BE_11#2;DE_BE_11#3;DE_BE_11#4;DE_BE_11#5;DE_BE_11#7;DE_BE_11#8
DE_BE_11	part_10	DE_BE_11#0;DE_BE_11#1;DE_BE_11#3;DE_BE_11#4;DE_BE_11#6;DE_BE_11#7;DE_BE_11#8
DE_BE_11	part_2	DE_BE_11#0;DE_BE_11#1;DE_BE_11#2;DE_BE_11#4;DE_BE_11#5;DE_BE_11#6;DE_BE_11#7
DE_BE_11	part_3	DE_BE_11#0;DE_BE_11#1;DE_BE_11#2;DE_BE_11#3;DE_BE_11#5;DE_BE_11#6;DE_BE_11#8
DE_BE_11	part_4	DE_BE_11#0;DE_BE_11#1;DE_BE_11#2;DE_BE_11#3;DE_BE_11#4;DE_BE_11#5;DE_BE_11#8
DE_BE_11	part_5	DE_BE_11#0;DE_BE_11#1;DE_BE_11#3;DE_BE_11#4;DE_BE_11#6;DE_BE_11#7;DE_BE_11#8
DE_BE_11	part_6	DE_BE_11#0;DE_BE_11#1;DE_BE_11#4;DE_BE_11#5;DE_BE_11#6;DE_BE_11#7;DE_BE_11#8
DE_BE_11	part_7	DE_BE_11#0;DE_BE_11#2;DE_BE_11#3;DE_BE_11#4;DE_BE_11#6;DE_BE_11#7;DE_BE_11#8
DE_BE_11	part_8	DE_BE_11#1;DE_BE_11#2;DE_BE_11#3;DE_BE_11#4;DE_BE_11#5;DE_BE_11#6;DE_BE_11#7
DE_BE_11	part_9	DE_BE_11#1;DE_BE_11#2;DE_BE_11#3;DE_BE_11#5;DE_BE_11#6;DE_BE_11#7;DE_BE_11#8
DE_BE_12	part_1	DE_BE_12#0;DE_BE_12#1;DE_BE_12#2;DE_BE_12#3;DE_BE_12#5;DE_BE_12#6
DE_BE_12	part_10	DE_BE_12#0;DE_BE_12#1;DE_BE_12#2;DE_BE_12#3;DE_BE_12#4;DE_BE_12#6
DE_BE_12	part_2	DE_BE_12#0;DE_BE_12#1;DE_BE_12#2;DE_BE_12#3;DE_BE_12#5;DE_BE_12#6
DE_BE_12	part_3	DE_BE_12#0;DE_BE_12#1;DE_BE_12#2;DE_BE_12#4;DE_BE_12#5;DE_BE_12#6
DE_BE_12	part_4	DE_BE_12#1;DE_BE_12#2;DE_BE_12#3;DE_BE_12#4;DE_BE_12#5;DE_BE_12#6
DE_BE_12	part_5	DE_BE_12#0;DE_BE_12#1;DE_BE_12#2;DE_BE_12#3;DE_BE_12#4;DE_BE_12#5
DE_BE_12	part_6	DE_BE_12#1;DE_BE_12#2;DE_BE_12#3;DE_BE_12#4;DE_BE_12#5;DE_BE_12#6
DE_BE_12	part_7	DE_BE_12#0;DE_BE_12#1;DE_BE_12#3;DE_BE_12#4;DE_BE_12#5;DE_BE_12#6
DE_BE_12	part_8	DE_BE_12#0;DE_BE_12#2;DE_BE_12#3;DE_BE_12#4;DE_BE_12#5;DE_BE_12#6
DE_BE_12	part_9	DE_BE_12#0;DE_BE_12#1;DE_BE_12#2;DE_BE_12#4;DE_BE_12#5;DE_BE_12#6
DE_BE_13	part_1	DE_BE_13#0;DE_BE_13#1;DE_BE_13#11;DE_BE_13#12;DE_BE_13#2;DE_BE_13#4;DE_BE_13#6;DE_BE_13#7;DE_BE_13#8;DE_BE_13#9
DE_BE_13	part_10	DE_BE_13#0;DE_BE_13#1;DE_BE_13#10;DE_BE_13#11;DE_BE_13#12;DE_BE_13#3;DE_BE_13#4;DE_BE_13#5;DE_BE_13#8;DE_BE_13#9
DE_BE_13	part_2	DE_BE_13#0;DE_BE_13#1;DE_BE_13#10;DE_BE_13#11;DE_BE_13#2;DE_BE_13#3;DE_BE_13#5;DE_BE_13#6;DE_BE_13#7;DE_BE_13#8
DE_BE_13	part_3	DE_BE_13#0;DE_BE_13#1;DE_BE_13#10;DE_BE_13#11;DE_BE_13#12;DE_BE_13#3;DE_BE_13#4;DE_BE_13#5;DE_BE_13#6;DE_BE_13#9
DE_BE_13	part_4	DE_BE_13#1;DE_BE_13#10;DE_BE_13#2;DE_BE_13#3;DE_BE_13#4;DE_BE_13#5;DE_BE_13#6;DE_BE_13#7;DE_BE_13#8;DE_BE_13#9
DE_BE_13	part_5	DE_BE_13#1;DE_BE_13#10;DE_BE_13#12;DE_BE_13#2;DE_BE_13#3;DE_BE_13#4;DE_BE_13#6;DE_BE_13#7;DE_BE_13#8;DE_BE_13#9
DE_BE_13	part_6	DE_BE_13#0;DE_BE_13#1;DE_BE_13#11;DE_BE_13#12;DE_BE_13#2;DE_BE_13#4;DE_BE_13#5;DE_BE_13#7;DE_BE_13#8;DE_BE_13#9
DE_BE_13	part_7	DE_BE_13#0;DE_BE_13#10;DE_BE_13#11;DE_BE_13#12;DE_BE_13#3;DE_BE_13#4;DE_BE_13#5;DE_BE_13#6;DE_BE_13#7;DE_BE_13#9
DE_BE_13	part_8	DE_BE_13#0;DE_BE_13#10;DE_BE_13#11;DE_BE_13#12;DE_BE_13#2;DE_BE_13#3;DE_BE_13#4;DE_BE_13#5;DE_BE_13#6;DE_BE_13#7
DE_BE_13	part_9	DE_BE_13#0;DE_BE_13#10;DE_BE_13#11;DE_BE_13#12;DE_BE_13#2;DE_BE_13#3;DE_BE_13#5;DE_BE_13#6;DE_BE_13#7;DE_BE_13#8
DE_BE_48	part_1	DE_BE_48#1;DE_BE_48#10;DE_BE_48#2;DE_BE_48#3;DE_BE_48#4;DE_BE_48#5;DE_BE_48#6;DE_BE_48#7;DE_BE_48#9
DE_BE_48	part_10	DE_BE_48#0;DE_BE_48#1;DE_BE_48#10;DE_BE_48#2;DE_BE_48#3;DE_BE_48#6;DE_BE_48#7;DE_BE_48#8;DE_BE_48#9
DE_BE_48	part_2	DE_BE_48#0;DE_BE_48#1;DE_BE_48#3;DE_BE_48#4;DE_BE_48#5;DE_BE_48#6;DE_BE_48#7;DE_BE_48#8;DE_BE_48#9
DE_BE_48	part_3	DE_BE_48#0;DE_BE_48#1;DE_BE_48#10;DE_BE_48#2;DE_BE_48#4;DE_BE_48#5;DE_BE_48#6;DE_BE_48#7;DE_BE_48#8
DE_BE_48	part_4	DE_BE_48#0;DE_BE_48#1;DE_BE_48#10;DE_BE_48#2;DE_BE_48#3;DE_BE_48#4;DE_BE_48#5;DE_BE_48#6;DE_BE_48#8
DE_BE_48	part_5	DE_BE_48#0;DE_BE_48#10;DE_BE_48#2;DE_BE_48#3;DE_BE_48#5;DE_BE_48#6;DE_BE_48#7;DE_BE_48#8;DE_BE_48#9
DE_BE_48	part_6	DE_BE_48#0;DE_BE_48#10;DE_BE_48#2;DE_BE_48#3;DE_BE_48#4;DE_BE_48#5;DE_BE_48#7;DE_BE_48#8;DE_BE_48#9
DE_BE_48	part_7	DE_BE_48#0;DE_BE_48#1;DE_BE_48#10;DE_BE_48#2;DE_BE_48#3;DE_BE_48#4;DE_BE_48#5;DE_BE_48#7;DE_BE_48#9
DE_BE_48	part_8	DE_BE_48#1;DE_BE_48#10;DE_BE_48#3;DE_BE_48#4;DE_BE_48#5;DE_BE_48#6;DE_BE_48#7;DE_BE_48#8;DE_BE_48#9
DE_BE_48	part_9	DE_BE_48#0;DE_BE_48#1;DE_BE_48#10;DE_BE_48#2;DE_BE_48#3;DE_BE_48#4;DE_BE_48#6;DE_BE_48#8;DE_BE_48#9
DE_BE_50	part_1	DE_BE_50#0;DE_BE_50#2;DE_BE_50#3;DE_BE_50#4;DE_BE_50#5;DE_BE_50#6;DE_BE_50#7;DE_BE_50#9
DE_BE_50	part_10	DE_BE_50#1;DE_BE_50#2;DE_BE_50#3;DE_BE_50#4;DE_BE_50#5;DE_BE_50#7;DE_BE_50#8;DE_BE_50#9
DE_BE_50	part_2	DE_BE_50#0;DE_BE_50#1;DE_BE_50#2;DE_BE_50#4;DE_BE_50#5;DE_BE_50#6;DE_BE_50#7;DE_BE_50#8
DE_BE_50	part_3	DE_BE_50#0;DE_BE_50#1;DE_BE_50#3;DE_BE_50#4;DE_BE_50#6;DE_BE_50#7;DE_BE_50#8;DE_BE_50#9
DE_BE_50	part_4	DE_BE_50#0;DE_BE_50#1;DE_BE_50#2;DE_BE_50#4;DE_BE_50#5;DE_BE_50#6;DE_BE_50#7;DE_BE_50#8
DE_BE_50	part_5	DE_BE_50#0;DE_BE_50#2;DE_BE_50#3;DE_BE_50#4;DE_BE_50#5;DE_BE_50#6;DE_BE_50#7;DE_BE_50#9
DE_BE_50	part_6	DE_BE_50#0;DE_BE_50#1;DE_BE_50#2;DE_BE_50#3;DE_BE_50#5;DE_BE_50#6;DE_BE_50#8;DE_BE_50#9
DE_BE_50	part_7	DE_BE_50#1;DE_BE_50#2;DE_BE_50#3;DE_BE_50#4;DE_BE_50#5;DE_BE_50#7;DE_BE_50#8;DE_BE_50#9
DE_BE_50	part_8	DE_BE_50#0;DE_BE_50#1;DE_BE_50#3;DE_BE_50#4;DE_BE_50#6;DE_BE_50#7;DE_BE_50#8;DE_BE_50#9
DE_BE_50	part_9	DE_BE_50#0;DE_BE_50#1;DE_BE_50#2;DE_BE_50#3;DE_BE_50#5;DE_BE_50#6;DE_BE_50#8;DE_BE_50#9
DE_BE_65	part_1	DE_BE_65#0;DE_BE_65#1;DE_BE_65#10;DE_BE_65#2;DE_BE_65#4;DE_BE_65#5;DE_BE_65#6;DE_BE_65#8;DE_BE_65#9
DE_BE_65	part_10	DE_BE_65#0;DE_BE_65#1;DE_BE_65#2;DE_BE_65#3;DE_BE_65#4;DE_BE_65#5;DE_BE_65#6;DE_BE_65#7;DE_BE_65#9
DE_BE_65	part_2	DE_BE_65#10;DE_BE_65#2;DE_BE_65#3;DE_BE_65#4;DE_BE_65#5;DE_BE_65#6;DE_BE_65#7;DE_BE_65#8;DE_BE_65#9
DE_BE_65	part_3	DE_BE_65#1;DE_BE_65#10;DE_BE_65#2;DE_BE_65#3;DE_BE_65#5;DE_BE_65#6;DE_BE_65#7;DE_BE_65#8;DE_BE_65#9
DE_BE_65	part_4	DE_BE_65#0;DE_BE_65#1;DE_BE_65#10;DE_BE_65#2;DE_BE_65#3;DE_BE_65#4;DE_BE_65#5;DE_BE_65#7;DE_BE_65#8
DE_BE_65	part_5	DE_BE_65#0;DE_BE_65#1;DE_BE_65#10;DE_BE_65#3;DE_BE_65#4;DE_BE_65#5;DE_BE_65#7;DE_BE_65#8;DE_BE_65#9
DE_BE_65	part_6	DE_BE_65#0;DE_BE_65#2;DE_BE_65#3;DE_BE_65#4;DE_BE_65#5;DE_BE_65#6;DE_BE_65#7;DE_BE_65#8;DE_BE_65#9
DE_BE_65	part_7	DE_BE_65#0;DE_BE_65#1;DE_BE_65#10;DE_BE_65#2;DE_BE_65#3;DE_BE_65#6;DE_BE_65#7;DE_BE_65#8;DE_BE_65#9
DE_BE_65	part_8	DE_BE_65#0;DE_BE_65#1;DE_BE_65#10;DE_BE_65#4;DE_BE_65#5;DE_BE_65#6;DE_BE_65#7;DE_BE_65#8;DE_BE_65#9
DE_BE_65	part_9	DE_BE_65#0;DE_BE_65#1;DE_BE_65#10;DE_BE_65#2;DE_BE_65#3;DE_BE_65#4;DE_BE_65#6;DE_BE_65#8;DE_BE_65#9
DE_BE_66	part_1	DE_BE_66#0;DE_BE_66#10;DE_BE_66#11;DE_BE_66#12;DE_BE_66#14;DE_BE_66#15;DE_BE_66#16;DE_BE_66#2;DE_BE_66#3;DE_BE_66#4;DE_BE_66#5;DE_BE_66#6;DE_BE_66#8;DE_BE_66#9
DE_BE_66	part_10	DE_BE_66#0;DE_BE_66#1;DE_BE_66#11;DE_BE_66#13;DE_BE_66#15;DE_BE_66#16;DE_BE_66#2;DE_BE_66#3;DE_BE_66#4;DE_BE_66#5;DE_BE_66#6;DE_BE_66#7;DE_BE_66#8;DE_BE_66#9
